CN-2017-100123,2017-01-24,众兴店,微信,2017-01-28,6,Cust-10675,李彩,消费者,桦甸,吉林,东北,Prod-10003907,Kleencut_开信刀_锯齿状,办公用品,用品,554.4,5,0,260.4,郝杰,0,2017
CN-2017-100124,2017-01-25,海恒店,信用卡,2017-01-28,1,Cust-10585,涂博,消费者,泉州,福建,华东,Prod-10000800,Elite_修剪器_工业,办公用品,用品,606.06,3,0,48.3,杨洪光,0,2017
CN-2017-100125,2017-01-25,定远路店,支付宝,2017-01-28,1,Cust-10585,涂博,消费者,泉州,福建,华东,Prod-10004620,Cuisinart_咖啡研磨机_红色,办公用品,器具,720.72,4,0,222.88,杨洪光,0,2017
CN-2017-100126,2017-01-25,杨店店,其它,2017-01-30,6,Cust-15115,楚娟,消费者,武汉,湖北,中南,Prod-10004164,Hon_文件夹标签_可调,办公用品,标签,213.64,7,0,31.36,王倩倩,0,2017
CN-2017-100127,2017-01-25,金寨店,其它,2017-01-31,6,Cust-21670,蒋雯,消费者,岳阳,湖南,中南,Prod-10001505,Cardinal_孔加固材料_回收,办公用品,装订机,79.8,3,0,38.22,王倩倩,0,2017
CN-2017-100128,2017-01-25,燎原店,支付宝,2017-01-31,6,Cust-21670,蒋雯,消费者,岳阳,湖南,中南,Prod-10004046,SAFCO_摇椅_红色,家具,椅子,1133.244,2,0.1,214.004,王倩倩,0,2017
CN-2017-100129,2017-01-26,定远路店,信用卡,2017-01-28,3,Cust-15415,戴康,消费者,上海,上海,华东,Prod-10002228,BIC_荧光笔_混合尺寸,办公用品,美术,722.26,7,0,150.92,杨洪光,0,2017
CN-2017-100130,2017-01-26,众兴店,其它,2017-01-28,3,Cust-15415,戴康,消费者,上海,上海,华东,Prod-10000979,Hon_凳子_可调,家具,椅子,775.32,1,0,240.24,杨洪光,0,2017
CN-2017-100131,2017-01-26,众兴店,信用卡,2017-01-28,1,Cust-17860,戴珑,公司,晋江,福建,华东,Prod-10001871,Fiskars_开信刀_蓝色,办公用品,用品,782.04,6,0,171.36,杨洪光,0,2017
CN-2017-100132,2017-01-26,杨店店,微信,2017-01-28,1,Cust-17860,戴珑,公司,晋江,福建,华东,Prod-10002399,Green_Bar_备忘录便条_回收,办公用品,纸张,393.4,5,0,0,杨洪光,0,2017
CN-2017-100133,2017-01-26,人民路店,其它,2017-01-28,1,Cust-21730,李雯,小型企业,天津,天津,华北,Prod-10000793,Smead_锁柜_单宽度,办公用品,收纳具,2778.3,3,0,222.18,张怡莲,0,2017
CN-2017-100134,2017-01-26,人民路店,信用卡,2017-01-28,3,Cust-15415,戴康,消费者,上海,上海,华东,Prod-10003897,Rogers_搁板_金属,办公用品,收纳具,3141.6,11,0,532.84,杨洪光,0,2017
CN-2017-100135,2017-01-26,定远路店,其它,2017-01-28,3,Cust-15415,戴康,消费者,上海,上海,华东,Prod-10003780,Harbour_Creations_扶手椅_红色,家具,椅子,13261.08,6,0,5834.64,杨洪光,0,2017
CN-2017-100136,2017-01-26,定远路店,支付宝,2017-01-29,1,Cust-13405,薛光,消费者,十字路,山东,华东,Prod-10001323,罗技_记忆卡_可编程,技术,配件,978.88,2,0,107.52,杨洪光,0,2017
CN-2017-100137,2017-01-26,众兴店,其它,2017-01-29,1,Cust-13405,薛光,消费者,十字路,山东,华东,Prod-10004560,Wilson_Jones_装订机盖_耐用,办公用品,装订机,236.88,4,0,89.6,杨洪光,0,2017
CN-2017-100138,2017-01-26,人民路店,信用卡,2017-01-31,6,Cust-19795,巩晒明,小型企业,乐山,四川,西南,Prod-10001701,Office_Star_折叠椅_每套两件,家具,椅子,789.264,3,0.4,-329.196,姜伟,0,2017
CN-2017-100139,2017-01-26,临泉路,其它,2017-01-31,6,Cust-17995,李蔓楚,小型企业,鸡西,黑龙江,东北,Prod-10002020,Advantus_橡皮筋_金属,办公用品,系固件,233.94,3,0,6.72,郝杰,0,2017
CN-2017-100140,2017-01-26,临泉路,微信,2017-02-02,6,Cust-18580,曹娜,公司,海口,海南,中南,Prod-10004186,Novimex_凳子_可调,家具,椅子,701.19,1,0.1,272.65,王倩倩,0,2017
CN-2017-100141,2017-01-26,庐江路,信用卡,2017-02-02,6,Cust-19105,贺平,消费者,南阳,河南,中南,Prod-10001846,Dania_搁架_传统,家具,书架,1580.6,2,0,537.32,王倩倩,0,2017
CN-2017-100142,2017-01-27,金寨店,其它,2017-01-27,0,Cust-21190,黄涛,小型企业,临沂,山东,华东,Prod-10002966,Cuisinart_冰箱_红色,办公用品,器具,9260.16,4,0,3703.84,杨洪光,0,2017
CN-2017-100143,2017-01-27,杨店店,信用卡,2017-01-27,0,Cust-21190,黄涛,小型企业,临沂,山东,华东,Prod-10004560,Wilson_Jones_装订机盖_耐用,办公用品,装订机,236.88,4,0,89.6,杨洪光,0,2017
CN-2017-100144,2017-01-27,临泉路,信用卡,2017-01-27,0,Cust-21190,黄涛,小型企业,临沂,山东,华东,Prod-10004173,Bush_搁架_金属,家具,书架,2390.22,3,0,1194.9,杨洪光,0,2017
CN-2017-100145,2017-01-27,杨店店,信用卡,2017-01-27,0,Cust-21190,黄涛,小型企业,临沂,山东,华东,Prod-10004582,夏普_复印机_红色,技术,复印机,3326.4,3,0,0,杨洪光,0,2017
CN-2017-100146,2017-01-27,燎原店,微信,2017-01-29,3,Cust-10240,唐安,消费者,南宁,广西,中南,Prod-10004336,Acco_装订机盖_实惠,办公用品,装订机,124.32,2,0,23.52,王倩倩,0,2017
CN-2017-100147,2017-01-27,杨店店,信用卡,2017-01-29,1,Cust-11860,黄岱,消费者,重庆,重庆,西南,Prod-10004086,Fiskars_美工刀_蓝色,办公用品,用品,663.04,4,0,12.88,姜伟,0,2017
CN-2017-100148,2017-01-27,人民路店,支付宝,2017-01-29,1,Cust-11860,黄岱,消费者,重庆,重庆,西南,Prod-10000994,Avery_装订机_耐用,办公用品,装订机,201.6,3,0,68.46,姜伟,0,2017
CN-2017-100149,2017-01-27,众兴店,其它,2017-01-29,1,Cust-11860,黄岱,消费者,重庆,重庆,西南,Prod-10003347,摩托罗拉_信号增强器_全尺寸,技术,电话,2695.84,4,0,1078,姜伟,0,2017
CN-2017-100150,2017-01-27,海恒店,支付宝,2017-01-30,3,Cust-20275,韦实,消费者,上海,上海,华东,Prod-10004627,思科_充电器_整包,技术,电话,6080.48,2,0,2249.52,杨洪光,1,2017
CN-2017-100151,2017-01-27,海恒店,微信,2017-01-30,3,Cust-20275,韦实,消费者,上海,上海,华东,Prod-10000199,三星_智能手机_混合尺寸,技术,电话,2353.68,4,0,399.84,杨洪光,1,2017
CN-2017-100152,2017-01-27,临泉路,其它,2017-01-30,3,Cust-20275,韦实,消费者,上海,上海,华东,Prod-10000994,Avery_装订机_耐用,办公用品,装订机,268.8,4,0,91.28,杨洪光,1,2017
CN-2017-100153,2017-01-27,临泉路,信用卡,2017-01-30,3,Cust-20275,韦实,消费者,上海,上海,华东,Prod-10000963,Fiskars_开信刀_钢,办公用品,用品,382.62,3,0,149.1,杨洪光,0,2017
CN-2017-100154,2017-01-27,海恒店,其它,2017-01-30,3,Cust-20275,韦实,消费者,上海,上海,华东,Prod-10003159,Chromcraft_木桌_黑色,家具,桌子,5404.224,4,0.4,-180.656,杨洪光,0,2017
CN-2017-100155,2017-01-27,众兴店,微信,2017-02-02,6,Cust-15190,谢君,消费者,沈阳,辽宁,东北,Prod-10001690,Eldon_搁板_蓝色,办公用品,收纳具,1581.72,7,0,189.14,郝杰,0,2017
CN-2017-100156,2017-01-27,庐江路,支付宝,2017-02-02,6,Cust-15190,谢君,消费者,沈阳,辽宁,东北,Prod-10003544,Cameo_马尼拉纸信封_每套_50_个,办公用品,信封,252,2,0,100.8,郝杰,0,2017
CN-2017-100157,2017-01-28,金寨店,信用卡,2017-01-28,0,Cust-19420,段强,公司,青冈,黑龙江,东北,Prod-10003939,Cameo_商业信封_回收,办公用品,信封,147,2,0,29.4,郝杰,0,2017
CN-2017-100158,2017-01-28,燎原店,其它,2017-01-28,0,Cust-19420,段强,公司,青冈,黑龙江,东北,Prod-10000416,Acco_订书机_耐用,办公用品,装订机,1717.94,7,0,463.54,郝杰,0,2017
CN-2017-100159,2017-01-28,海恒店,其它,2017-01-30,1,Cust-14095,韦华,公司,重庆,重庆,西南,Prod-10004410,Boston_画布_整包,办公用品,美术,1257.9,5,0,100.1,姜伟,1,2017
CN-2017-100160,2017-01-28,金寨店,支付宝,2017-01-30,1,Cust-14095,韦华,公司,重庆,重庆,西南,Prod-10002765,爱普生_打印机_白色,技术,设备,6090.7,5,0,182.7,姜伟,1,2017
CN-2017-100161,2017-01-28,杨店店,其它,2017-01-30,1,Cust-14095,韦华,公司,重庆,重庆,西南,Prod-10003617,Tenex_文件车_单宽度,办公用品,收纳具,4382.56,7,0,744.8,姜伟,0,2017
CN-2017-100162,2017-01-28,海恒店,信用卡,2017-01-30,1,Cust-14095,韦华,公司,重庆,重庆,西南,Prod-10001238,Avery_合法证物标签_耐用,办公用品,标签,54.74,1,0,15.82,姜伟,0,2017
CN-2017-100163,2017-01-28,定远路店,其它,2017-02-02,6,Cust-15400,林康,公司,滁州,安徽,华东,Prod-10004290,诺基亚_信号增强器_蓝色,技术,电话,637,1,0,31.78,杨洪光,0,2017
CN-2017-100164,2017-01-29,人民路店,信用卡,2017-01-30,1,Cust-13885,佟虹,小型企业,富阳,浙江,华东,Prod-10003922,Smead_可去除的标签_耐用,办公用品,标签,711.48,14,0,268.52,杨洪光,0,2017
CN-2017-100165,2017-01-30,燎原店,信用卡,2017-02-01,3,Cust-20485,苏姝,小型企业,塘沽,天津,华北,Prod-10000341,Office_Star_椅垫_红色,家具,椅子,307.16,1,0,12.18,张怡莲,0,2017
CN-2017-100166,2017-01-30,海恒店,信用卡,2017-02-01,3,Cust-20485,苏姝,小型企业,塘沽,天津,华北,Prod-10003944,Harbour_Creations_圆形标签_白色,办公用品,标签,63,2,0,6.72,张怡莲,0,2017
CN-2017-100167,2017-01-30,燎原店,支付宝,2017-02-01,3,Cust-20485,苏姝,小型企业,塘沽,天津,华北,Prod-10001715,Avery_订书机_透明,办公用品,装订机,1127,5,0,438.9,张怡莲,0,2017
CN-2017-100168,2017-01-30,燎原店,支付宝,2017-02-01,3,Cust-20485,苏姝,小型企业,塘沽,天津,华北,Prod-10004876,Avery_标签_实惠,办公用品,装订机,59.08,2,0,29.4,张怡莲,0,2017
CN-2017-100169,2017-01-30,定远路店,其它,2017-02-04,3,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10004939,Ibico_打孔机_耐用,办公用品,装订机,626.22,7,0.4,-376.32,郝杰,0,2017
CN-2017-100170,2017-01-30,定远路店,其它,2017-02-04,3,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10000765,Wilson_Jones_孔加固材料_回收,办公用品,装订机,13.692,1,0.4,-8.708,郝杰,0,2017
CN-2017-100171,2017-01-30,众兴店,信用卡,2017-02-04,3,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10003432,三星_音频基座_蓝色,技术,电话,3269.868,7,0.4,-1362.592,郝杰,0,2017
CN-2017-100172,2017-01-31,庐江路,支付宝,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10003915,SanDisk_信纸_优质,办公用品,纸张,903.84,4,0,153.44,杨洪光,0,2017
CN-2017-100173,2017-01-31,燎原店,其它,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10003344,Advantus_闹钟_耐用,家具,用具,949.032,7,0.4,-95.648,杨洪光,0,2017
CN-2017-100174,2017-01-31,海恒店,支付宝,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10002430,Rogers_文件车_单宽度,办公用品,收纳具,3304.7,5,0,1321.6,杨洪光,0,2017
CN-2017-100175,2017-01-31,金寨店,信用卡,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10002431,Kleencut_剪刀_锯齿状,办公用品,用品,212.688,4,0.4,-32.032,杨洪光,0,2017
CN-2017-100176,2017-01-31,金寨店,信用卡,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10004456,Fiskars_大剪刀_锯齿状,办公用品,用品,372.456,3,0.4,5.796,杨洪光,0,2017
CN-2017-100177,2017-01-31,杨店店,其它,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10002013,SanDisk_闪存驱动器_实惠,技术,配件,442.848,4,0.4,-7.392,杨洪光,0,2017
CN-2017-100178,2017-01-31,临泉路,信用卡,2017-02-04,6,Cust-15205,薛君,消费者,丰县,江苏,华东,Prod-10004374,Smead_文件车_工业,办公用品,收纳具,3007.2,5,0,571.2,杨洪光,0,2017
CN-2017-100179,2017-01-31,燎原店,其它,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10000410,BIC_铅笔刀_金属,办公用品,美术,226.016,2,0.2,-42.504,郝杰,1,2017
CN-2017-100180,2017-01-31,杨店店,微信,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10000058,Novimex_运输标签_白色,办公用品,标签,153.72,3,0,72.24,郝杰,0,2017
CN-2017-100181,2017-01-31,定远路店,其它,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10000196,罗技_闪存驱动器_可编程,技术,配件,746.9,5,0,149.1,郝杰,0,2017
CN-2017-100182,2017-01-31,杨店店,信用卡,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10003513,Acco_标签_耐用,办公用品,装订机,141.12,3,0,36.54,郝杰,0,2017
CN-2017-100183,2017-01-31,杨店店,信用卡,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10001323,罗技_记忆卡_可编程,技术,配件,1957.76,4,0,215.04,郝杰,0,2017
CN-2017-100184,2017-01-31,临泉路,微信,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10002431,Kleencut_剪刀_锯齿状,办公用品,用品,354.48,4,0,109.76,郝杰,0,2017
CN-2017-100185,2017-01-31,定远路店,信用卡,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10003122,Breville_炉灶_红色,办公用品,器具,5241.04,2,0,1624.56,郝杰,0,2017
CN-2017-100186,2017-01-31,临泉路,信用卡,2017-02-04,3,Cust-19780,范晒明,消费者,朗乡,黑龙江,东北,Prod-10000989,Office_Star_摇椅_每套两件,家具,椅子,2672.32,4,0,80.08,郝杰,0,2017
CN-2017-100187,2017-01-31,庐江路,信用卡,2017-02-06,6,Cust-12670,王辉,消费者,榆林,陕西,西北,Prod-10002054,苹果_充电器_全尺寸,技术,电话,17850,6,0,3927,江奕健,0,2017
CN-2017-100188,2017-01-31,金寨店,信用卡,2017-02-06,6,Cust-12670,王辉,消费者,榆林,陕西,西北,Prod-10001871,Fiskars_开信刀_蓝色,办公用品,用品,391.02,3,0,85.68,江奕健,0,2017
CN-2017-100189,2017-01-31,临泉路,其它,2017-02-07,6,Cust-20560,唐爽,小型企业,皇岗,广东,中南,Prod-10001337,Harbour_Creations_凳子_可调,家具,椅子,1533.924,2,0.1,443.044,王倩倩,0,2017
CN-2017-100190,2017-01-31,燎原店,信用卡,2017-02-07,6,Cust-20560,唐爽,小型企业,皇岗,广东,中南,Prod-10003671,Tenex_盘_蓝色,办公用品,收纳具,505.96,2,0,247.8,王倩倩,0,2017
CN-2017-100191,2017-01-31,庐江路,其它,2017-02-07,6,Cust-20560,唐爽,小型企业,皇岗,广东,中南,Prod-10000123,Hon_扶手椅_黑色,家具,椅子,3819.564,2,0.1,551.684,王倩倩,0,2017
CN-2017-100192,2017-02-01,海恒店,支付宝,2017-02-03,1,Cust-12355,袁栋,消费者,恒山,黑龙江,东北,Prod-10001361,Accos_橡皮筋_整包,办公用品,系固件,233.52,3,0,27.72,郝杰,0,2017
CN-2017-100193,2017-02-01,众兴店,信用卡,2017-02-03,1,Cust-12355,袁栋,消费者,恒山,黑龙江,东北,Prod-10002839,GlobeWeis_外皮和封条_红色,办公用品,信封,349.02,3,0,170.94,郝杰,0,2017
CN-2017-100194,2017-02-01,杨店店,支付宝,2017-02-06,3,Cust-17125,肖良,消费者,包头,内蒙古,华北,Prod-10000912,Hamilton_Beach_冰箱_黑色,办公用品,器具,4196.304,3,0.4,-2587.956,张怡莲,0,2017
CN-2017-100195,2017-02-01,定远路店,微信,2017-02-06,3,Cust-17125,肖良,消费者,包头,内蒙古,华北,Prod-10002326,Accos_订书钉_混合尺寸,办公用品,系固件,94.08,4,0.4,12.32,张怡莲,0,2017
CN-2017-100196,2017-02-02,众兴店,其它,2017-02-04,1,Cust-13255,韩莞颖,小型企业,北京,北京,华北,Prod-10004110,SAFCO_沙滩椅_可调,家具,椅子,1696.38,7,0,661.5,张怡莲,0,2017
CN-2017-100197,2017-02-02,庐江路,其它,2017-02-06,6,Cust-12415,郭冬露,消费者,天津,天津,华北,Prod-10004759,夏普_复印机_数字化,技术,复印机,1115.52,1,0,66.92,张怡莲,0,2017
CN-2017-100198,2017-02-02,众兴店,其它,2017-02-06,6,Cust-16840,宋立,消费者,济宁,内蒙古,华北,Prod-10004718,Novimex_折叠椅_红色,家具,椅子,920.976,4,0.4,-552.944,张怡莲,0,2017
CN-2017-100199,2017-02-02,燎原店,其它,2017-02-06,6,Cust-16840,宋立,消费者,济宁,内蒙古,华北,Prod-10003462,Sanford_荧光笔_混合尺寸,办公用品,美术,159.012,9,0.8,-477.288,张怡莲,0,2017
CN-2017-100200,2017-02-02,定远路店,其它,2017-02-06,6,Cust-15670,袁关茵,消费者,汪清,吉林,东北,Prod-10004690,Fellowes_盘_工业,办公用品,收纳具,810.18,3,0,356.16,郝杰,0,2017
CN-2017-100201,2017-02-02,庐江路,其它,2017-02-06,6,Cust-19120,夏平,消费者,天津,天津,华北,Prod-10001091,Kraft_商业信封_回收,办公用品,信封,213.36,3,0,68.04,张怡莲,0,2017
CN-2017-100202,2017-02-02,杨店店,其它,2017-02-06,6,Cust-16840,宋立,消费者,济宁,内蒙古,华北,Prod-10000750,冲电器_计算器_红色,技术,设备,692.16,5,0.4,-184.94,张怡莲,0,2017
CN-2017-100203,2017-02-02,金寨店,其它,2017-02-07,6,Cust-10705,彭彩,消费者,兰州,甘肃,西北,Prod-10003369,GlobeWeis_局间信封_回收,办公用品,信封,435.12,2,0,152.04,江奕健,0,2017
CN-2017-100204,2017-02-02,庐江路,其它,2017-02-07,6,Cust-10705,彭彩,消费者,兰州,甘肃,西北,Prod-10002456,Safco_书架_金属,家具,书架,415.632,1,0.4,-20.888,江奕健,0,2017
CN-2017-100205,2017-02-03,海恒店,信用卡,2017-02-06,1,Cust-19720,熊荣,消费者,广州,广东,中南,Prod-10003534,Green_Bar_笔记本_每包_12_个,办公用品,纸张,475.02,3,0,52.08,王倩倩,0,2017
CN-2017-100206,2017-02-03,众兴店,其它,2017-02-07,6,Cust-10015,陈嫒,消费者,济宁,山东,华东,Prod-10003387,Advantus_回形针_金属,办公用品,系固件,196.98,3,0,57.12,杨洪光,0,2017
CN-2017-100207,2017-02-03,燎原店,其它,2017-02-07,6,Cust-10015,陈嫒,消费者,济宁,山东,华东,Prod-10001234,Memorex_鼠标_可编程,技术,配件,276.92,2,0,41.44,杨洪光,0,2017
CN-2017-100208,2017-02-03,燎原店,微信,2017-02-08,6,Cust-16690,施立伟,公司,石家庄,河北,华北,Prod-10000567,Jiffy_邮寄品_回收,办公用品,信封,1007.16,6,0,503.16,张怡莲,0,2017
CN-2017-100209,2017-02-03,庐江路,其它,2017-02-08,6,Cust-16690,施立伟,公司,石家庄,河北,华北,Prod-10001878,Rubvermaid_框架_黑色,家具,用具,1025.64,2,0,174.16,张怡莲,0,2017
CN-2017-100210,2017-02-03,临泉路,其它,2017-02-08,6,Cust-16690,施立伟,公司,石家庄,河北,华北,Prod-10000440,Avery_装订机盖_耐用,办公用品,装订机,175.98,3,0,49.14,张怡莲,0,2017
CN-2017-100211,2017-02-03,杨店店,其它,2017-02-08,6,Cust-16690,施立伟,公司,石家庄,河北,华北,Prod-10001852,Bevis_会议桌_组装,家具,桌子,6476.61,2,0.25,-431.83,张怡莲,0,2017
CN-2017-100212,2017-02-03,众兴店,信用卡,2017-02-09,6,Cust-15400,林康,公司,莱阳,山东,华东,Prod-10003382,佳能_传真复印机_红色,技术,复印机,3538.08,4,0,565.6,杨洪光,0,2017
CN-2017-100213,2017-02-04,杨店店,其它,2017-02-09,6,Cust-15370,洪康,消费者,规阳,贵州,西南,Prod-10000123,Hon_扶手椅_黑色,家具,椅子,6365.94,3,0,1464.12,姜伟,0,2017
CN-2017-100214,2017-02-06,金寨店,微信,2017-02-08,3,Cust-13930,邱芯,消费者,沈阳,辽宁,东北,Prod-10000409,Smead_盘_金属,办公用品,收纳具,443.8,2,0,177.52,郝杰,0,2017
CN-2017-100215,2017-02-07,杨店店,支付宝,2017-02-10,3,Cust-16390,牛黎明,公司,大庆,黑龙江,东北,Prod-10003358,Advantus_灯泡_一包多件,家具,用具,281.82,3,0,56.28,郝杰,0,2017
CN-2017-100216,2017-02-08,人民路店,其它,2017-02-11,1,Cust-14155,吕欢悦,消费者,昆明,云南,西南,Prod-10003276,Tenex_分层置放架_优质,家具,用具,222.6,2,0,106.68,姜伟,0,2017
CN-2017-100217,2017-02-08,临泉路,微信,2017-02-12,6,Cust-19045,贺鹏,小型企业,浯溪,湖南,中南,Prod-10001867,Smead_合法证物标签_红色,办公用品,标签,254.8,5,0,50.4,王倩倩,0,2017
CN-2017-100218,2017-02-08,燎原店,信用卡,2017-02-12,6,Cust-19045,贺鹏,小型企业,浯溪,湖南,中南,Prod-10000834,Hon_有色标签_红色,办公用品,标签,530.46,9,0,248.22,王倩倩,0,2017
CN-2017-100219,2017-02-08,庐江路,支付宝,2017-02-12,6,Cust-19045,贺鹏,小型企业,浯溪,湖南,中南,Prod-10003061,Wilson_Jones_订书机_回收,办公用品,装订机,230.16,1,0,13.72,王倩倩,0,2017
CN-2017-100220,2017-02-08,人民路店,支付宝,2017-02-12,6,Cust-19045,贺鹏,小型企业,浯溪,湖南,中南,Prod-10003132,Jiffy_搭扣信封_每套_50_个,办公用品,信封,357.84,9,0,95.76,王倩倩,0,2017
CN-2017-100221,2017-02-08,临泉路,其它,2017-02-12,6,Cust-12865,高凤,消费者,成都,四川,西南,Prod-10003237,宜家_书架_白色,家具,书架,700.56,2,0.4,-443.8,姜伟,0,2017
CN-2017-100222,2017-02-08,众兴店,其它,2017-02-12,6,Cust-12865,高凤,消费者,成都,四川,西南,Prod-10003197,Safco_书库_白色,家具,书架,3295.404,3,0.4,-659.316,姜伟,0,2017
CN-2017-100223,2017-02-09,海恒店,信用卡,2017-02-12,3,Cust-18400,周木兰,消费者,上海,上海,华东,Prod-10001701,Office_Star_折叠椅_每套两件,家具,椅子,438.48,1,0,65.66,杨洪光,0,2017
CN-2017-100224,2017-02-09,众兴店,信用卡,2017-02-14,6,Cust-14695,丁娇,公司,西安,陕西,西北,Prod-10000748,Harbour_Creations_可去除的标签_可调,办公用品,标签,77,2,0,8.4,江奕健,0,2017
